ïbêî,ç∂ìµçEåa,âEìµçEåa,ç∂ñ⁄ÇÃäJÇ´ãÔçá,âEñ⁄ÇÃäJÇ´ãÔçá,1ïbìñÇΩÇËÇÃèuÇ´âÒêî
776,-1,-1,0.8322946,0.6456349,0
777,3.488342,3.48912,1,1,0
778,3.556061,3.580002,1,1,0
779,2.82814,2.981796,0.9678558,0.9341315,0
780,3.196518,3.225815,1,1,0
781,2.891174,2.979218,0.9489275,0.9875708,0
782,3.230911,2.879944,1,1,0
783,3.132172,3.139481,1,1,0
784,3.081802,2.905594,1,1,0
785,3.004959,2.812744,1,1,0
786,3.262589,3.214767,0.9177993,0.7848599,0
787,2.756775,2.824585,0.9458367,0.8518544,0
788,3.232391,3.068787,1,1,0
789,3.058594,3.021362,1,1,0
790,2.946457,2.977264,1,1,0
791,3.133942,3.213837,1,1,0
792,2.707397,2.950638,0.90093,0.8176039,0
793,2.813538,3.004669,0.8358805,0.7537344,0
794,2.956955,3.001617,1,1,0
795,3.560135,3.476563,1,1,0
796,3.054825,2.783524,0.9533015,0.9515659,0
796,3.054825,2.783524,0.9533015,0.9515659,0
797,2.973221,2.81427,1,1,0
798,3.280472,3.222153,1,1,1
799,3.097794,3.138107,0.8554985,0.9924684,0
800,2.827545,2.791489,1,1,0
801,3.075272,3.220352,1,1,0
802,-1,-1,0.4070412,0.2794864,0
803,3.120331,2.866241,1,1,0
803,3.120331,2.866241,1,1,0
804,-1,3.110977,0.7404319,0.7469795,0
805,3.602509,3.530624,1,1,0
806,3.690735,3.509781,1,1,0
807,3.724335,3.513702,1,1,0
808,3.256821,3.315155,0.9038624,0.9462853,0
809,3.563843,3.639221,0.9782073,0.9974001,0
810,3.254318,3.308243,1,1,0
810,3.254318,3.308243,1,1,0
811,3.851089,3.809738,1,1,0
812,3.500931,3.328568,1,1,0
813,3.606705,3.554565,1,1,0
814,3.631241,3.603592,1,1,0
815,3.431427,3.479691,1,1,0
816,3.713181,3.451935,1,1,0
817,3.724548,3.341644,0.5818495,0.5760615,0
818,2.926056,2.897415,1,1,0
819,3.36792,3.21875,1,1,0
819,3.36792,3.21875,1,1,0
820,3.548401,3.34259,1,1,0
820,3.548401,3.34259,1,1,0
821,2.966721,2.677414,0.6510375,0.6156754,0
822,3.205368,3.009872,1,1,0
822,3.205368,3.009872,1,1,0
824,3.546722,3.498428,1,1,0
824,3.546722,3.498428,1,1,0
825,3.81572,3.597656,1,1,0
826,4.045364,3.834869,1,1,0
827,-1,-1,0.8117686,0.6740203,1
828,3.580658,3.368256,1,1,0
828,3.580658,3.368256,1,1,0
829,3.989151,3.868332,0.9677929,0.9954346,0
830,3.497955,3.204529,1,1,0
831,3.060638,2.985794,1,1,0
832,3.422226,3.196854,1,1,0
833,3.648895,3.561096,0.8646916,0.8239416,0
833,3.648895,3.561096,0.8646916,0.8239416,0
834,3.154663,3.228973,0.8618225,0.8244399,0
834,3.154663,3.228973,0.8618225,0.8244399,0
835,2.753983,2.710678,0.9798496,0.9447253,0
835,2.753983,2.710678,0.9798496,0.9447253,0
836,2.481903,2.471161,0.9401172,0.9510732,0
837,2.956711,2.976639,0.9428209,0.898909,0
838,3.383789,3.24202,1,1,0
839,2.996689,3.047668,0.9046116,0.7972014,0
840,2.964462,3.061371,0.985139,0.9391543,0
841,2.923126,2.709229,1,1,0
842,2.823669,2.785431,1,1,0
842,2.823669,2.785431,1,1,0
843,3.029434,2.981735,0.7315983,0.7737197,0
844,-1,-1,0.1658071,0.1258495,0
844,-1,-1,0.1658071,0.1258495,0
845,3.142151,2.975708,1,1,1
845,3.142151,2.975708,1,1,0
846,3.158752,3.004105,1,1,0
847,3.129272,3.121796,1,1,0
848,3.361771,3.295609,1,1,0
849,-1,-1,0.4971769,0.4723482,0
850,-1,-1,0.6939921,0.7379163,0
851,-1,-1,0.6546093,0.6923132,0
851,-1,-1,0.6546093,0.6923132,0
852,-1,-1,0.2395281,0.1300072,0
853,2.981766,2.936996,1,1,0
854,2.852127,2.753571,1,1,0
855,3.044708,2.788879,1,1,0
856,3.157501,2.973358,0.9184955,0.9755825,0
856,3.157501,2.973358,0.9184955,0.9755825,0
857,3.338486,-1,0.9442282,0.9509363,0
857,3.338486,-1,0.9442282,0.9509363,0
858,3.42247,3.328934,1,1,0
859,3.251877,3.081528,1,1,0
860,3.170822,3.024933,0.9442707,0.966923,0
861,3.076065,3.126556,1,1,0
862,3.215759,3.20929,1,1,0
863,2.946777,2.985565,1,1,0
864,-1,-1,0.6692078,0.696254,0
865,3.235199,3.149841,1,1,0
866,2.929352,2.809021,0.9403245,0.9174101,0
867,3.112366,2.840042,0.8995964,0.8311716,0
867,3.112366,2.840042,0.8995964,0.8311716,0
868,3.642731,3.661362,1,1,0
868,3.642731,3.661362,1,1,0
869,3.586777,3.535553,0.9484786,0.92765,0
870,3.036346,3.275635,0.8962266,0.8732097,0
870,3.036346,3.275635,0.8962266,0.8732097,0
871,3.295868,3.409576,1,1,0
872,3.072479,2.925598,1,1,0
872,3.072479,2.925598,1,1,0
873,2.996826,2.775436,0.9027482,0.9184502,0
874,2.667374,2.696655,0.8265439,0.8720377,0
874,2.667374,2.696655,0.8265439,0.8720377,0
875,3.015945,2.940369,1,1,0
876,2.88089,2.825806,1,1,0
877,3.039597,2.975876,1,1,0
878,2.759933,2.61084,0.9264172,0.8212859,0
879,2.965805,2.789246,1,1,0
879,2.965805,2.789246,1,1,0
880,2.96405,2.744705,1,1,0
881,-1,-1,0.692451,0.5947223,0
882,3.160294,3.18634,1,1,0
883,2.695099,2.701538,1,1,0
884,2.862534,2.877533,1,1,0
885,3.053375,2.941757,0.8337757,0.8662602,0
885,3.053375,2.941757,0.8337757,0.8662602,0
886,2.801788,2.864319,0.875582,0.8516235,0
887,2.895279,2.983047,0.9710593,0.9610248,0
888,2.824646,2.715042,1,1,0
889,2.639252,2.701447,1,1,0
890,-1,-1,0.4507209,0.1835673,0
891,-1,-1,0.1227409,0.0579895,0
892,2.771744,2.684387,1,1,0
893,3.315643,3.066635,1,1,0
893,3.315643,3.066635,1,1,0
894,2.82196,2.801483,1,1,0
894,2.82196,2.801483,1,1,0
895,2.592941,2.662048,1,1,0
896,2.824188,2.607285,1,1,0
897,2.890747,2.91806,1,1,0
898,2.992599,3.046402,0.9706813,0.8778897,0
899,3.01355,2.797958,1,1,0
900,3.092331,2.940262,0.9603618,0.9487414,0
901,2.961273,2.816544,0.9645069,0.9929046,0
902,3.020355,2.873352,0.9882898,0.9928983,0
903,3.237152,3.022842,1,1,0
904,2.872681,2.685242,1,1,0
905,2.312759,2.271927,1,1,0
906,2.766205,2.55394,1,1,0
907,3.13829,3.06958,1,1,0
908,2.867783,2.833801,0.8570355,0.9067573,0
909,2.298248,2.473053,1,1,0
910,2.016296,2.220856,1,1,0
911,-1,-1,0.8575003,0.6645441,0
912,2.842697,2.614059,1,1,0
913,2.514359,2.355881,1,1,0
914,2.800842,2.801132,1,1,0
915,2.927719,2.890076,0.6206916,0.6767318,0
916,2.829468,2.753662,1,1,0
917,2.568848,2.497437,1,1,0
918,2.104156,2.420166,0.5883789,0.6217797,0
919,3.01265,2.931808,0.9857404,0.9806686,0
919,3.01265,2.931808,0.9857404,0.9806686,0
920,2.911804,2.803986,0.8124577,0.7893372,0
921,2.648376,2.641357,0.8264027,0.7734573,0
922,2.838272,2.659622,1,1,0
923,3.079391,2.798233,1,1,0
924,3.163528,3.131241,1,1,0
925,3.278397,3.22934,1,1,0
926,2.928467,2.817123,1,1,0
927,2.784286,2.775406,1,1,0
927,2.784286,2.775406,1,1,0
928,2.508499,2.504837,1,1,0
929,2.804398,2.69072,0.8804497,0.9675009,0
930,3.002121,2.825363,1,1,0
930,3.002121,2.825363,1,1,0
931,3.121063,2.772781,0.9232337,0.903667,0
932,3.054062,2.88092,1,1,0
933,3.166519,3.111298,1,1,0
934,3.153824,2.715866,1,1,0
935,2.989319,2.962875,1,1,0
935,2.989319,2.962875,1,1,0
936,3.540283,3.015442,1,1,0
937,3.27478,3.162735,0.9039544,0.9323037,0
938,-1,-1,0.2240792,0.06446647,0
939,3.010513,2.663528,1,1,0
940,3.173706,2.922165,0.9820184,0.9907297,0
941,2.742264,2.632004,1,1,0
942,3.043152,2.730148,1,1,0
942,3.043152,2.730148,1,1,0
943,2.790955,2.904327,1,1,0
943,2.790955,2.904327,1,1,0
944,2.940231,2.918686,1,1,0
945,3.386246,3.068054,1,1,0
946,3.381927,3.320694,1,1,0
946,3.381927,3.320694,1,1,0
947,3.197464,3.211777,0.7375968,0.7462124,0
948,2.866379,2.897079,1,1,0
949,3.050781,3.126694,1,1,0
950,-1,-1,0.6121292,0.4286587,0
951,2.991043,2.894363,0.9078158,0.8899254,0
952,-1,-1,0.7781347,0.6306185,0
953,2.859314,2.83252,1,1,0
954,3.12323,3.050262,1,1,0
955,3.167099,2.806473,0.8824542,0.8369394,0
955,3.167099,2.806473,0.8824542,0.8369394,0
956,2.832809,2.692581,1,1,0
957,3.242447,3.051041,1,1,0
957,3.242447,3.051041,1,1,0
958,3.101746,2.889374,1,1,0
959,2.701416,2.689636,1,1,0
959,2.701416,2.689636,1,1,0
960,2.888885,2.785599,1,1,0
961,3.046066,2.957245,1,1,0
962,3.157272,3.01915,1,1,0
963,3.116638,3.053558,1,1,0
964,2.878998,2.78923,1,1,0
965,3.01181,3.06694,1,1,0
966,2.960968,2.764633,1,1,0
967,3.003204,2.891647,1,1,0
968,2.869308,2.774399,1,1,0
969,3.020599,2.877396,1,1,0
970,2.557281,2.529724,1,1,0
971,-1,-1,0.597138,0.5446092,0
972,2.610672,2.470703,1,1,0
973,2.864517,2.858368,1,1,0
974,3.027084,2.992722,1,1,0
975,2.866104,2.867523,1,1,0
976,2.921494,2.861191,1,1,0
977,3.046295,2.810089,1,1,0
978,2.93837,2.7742,1,1,0
979,3.266846,2.993744,0.8253499,0.8183376,0
979,3.266846,2.993744,0.8253499,0.8183376,0
980,3.221252,3.103439,1,1,0
981,3.067108,2.818344,1,1,0
982,3.017929,2.852081,0.7956626,0.8450431,0
983
