time,LeftPupil X,LeftPupil Y,RightPupil X,RightPupil Y,LeftPupilSize,RightPupilSize,LeftBlink,RightBlink
7.10858,-0.3206897,-0.5987124,0,0,-1,-1,0.2707244,0
7.225952,0.04425859,-0.4288925,0.2578888,-0.7528284,-1,-1,0.3775124,0
7.339777,0,0,0,0,-1,-1,0.4895837,0
7.457933,0.00369978,-0.3360523,0.2065638,-0.1651019,4.992523,4.05986,0,0
7.558542,0.09123158,0.07050979,0.2890582,0.2470869,4.978394,4.296127,0,0
7.664268,-0.1830821,-0.02174199,-0.01071817,0.2066052,4.376968,3.644913,1,1
7.783391,-0.1626359,-0.07776117,-0.0113343,-0.01346588,-1,-1,0.2548995,0
7.896776,-0.05044019,0.1073012,0.09557903,-0.1014043,4.265961,-1,0.7442187,0.7332059
8.002152,-0.09472352,0.238775,0.06437981,0.1108821,4.326126,3.355438,0.7892885,0.9531999
8.115485,-0.05337602,-0.0004947186,0.1136252,-0.006847978,-1,-1,0.4611695,0.42413
8.228754,-0.07712674,-0.07873416,0.06908154,-0.08110034,-1,-1,0.3778323,0
8.344803,-0.2484041,0.07013613,0.04827166,0.03681946,-1,-1,0.2525347,0
8.463662,-0.09971094,0.2984237,0.111761,0.180173,-1,-1,0.5711418,0.3148791
8.5671,-0.2919492,-0.01273406,0.0200423,-0.04381943,-1,-1,0.01072654,0
8.670508,-0.1601505,0.2897535,0.01280558,0.2200015,-1,3.594559,0.3249862,0.2785643
8.790423,0.06799412,0.1447775,0.07302368,-0.001359701,-1,3.61412,0.01487336,0
8.892118,-0.147785,0.2710922,-0.01268142,0.218909,4.728622,3.832169,0.7005602,0.9358912
9.014344,-0.1849691,0.2056445,-0.008637786,0.1542622,-1,-1,0.6609294,0.7789096
9.115845,-0.2171668,-0.01282191,-0.014036,-0.03835964,-1,-1,0,0.006290134
9.217334,-0.1338431,0.04251558,0.02417445,0.09186143,-1,-1,0,0
9.321599,-0.3668904,0.287035,-0.06704909,0.2746945,-1,-1,0.04852377,0.06154526
9.42438,-0.1315953,0.1537814,0.03774464,0.02898306,-1,-1,0.2714693,0.1921455
9.528687,-0.07582873,0.08878297,0.05953944,0.01673418,-1,-1,0,0.04798522
9.647539,-0.1751975,0.2717331,-0.003299117,0.2103415,4.406052,3.286987,0.4105332,0.3797171
9.750571,-0.1685159,0.2606097,-0.02846646,0.2067827,4.500168,3.353363,0.731499,0.9495344
9.861793,-0.1688775,0.2532885,-0.0295431,0.2016814,4.453384,4.070053,0.7521825,0.9911323
9.962313,-0.1700944,0.2354421,-0.03820902,0.176133,4.42659,4.197784,1,1
10.06655,0.1270821,0.05997735,0.07104456,-0.03976178,-1,-1,0.1228824,0.03307347
10.18711,-0.08346802,0.3112411,0.05076933,0.2462935,-1,-1,0.6533512,0.7070305
10.29292,0.08895302,0.3215898,0.2390612,0.2148641,4.201599,3.301376,0.7638657,0.951898
10.39585,0.1300112,0.2361887,0.2369744,0.1635727,4.105042,3.258072,1,1
10.50433,-0.06047529,0.2014492,0.05527973,0.1666589,3.8927,3.964523,1,1
10.61342,0.05008912,0.2608626,0.1668178,0.2032555,3.913269,3.353683,1,1
10.71514,0.005324721,0.2511706,0.1367505,0.1998504,3.810028,3.53952,1,1
10.81712,-0.02522939,0.2397342,0.1036586,0.2024158,4.02092,3.570847,1,1
10.92355,-0.04285544,0.2402264,0.08421874,0.198463,4.053391,3.65773,1,1
11.02845,-0.04367417,0.3179904,0.07808638,0.2686996,4.120407,3.581543,1,1
11.13216,-0.05075419,0.3092496,0.07842648,0.2613552,4.084015,3.561966,1,1
11.23471,-0.05213189,0.3069137,0.07978702,0.2586763,4.077408,3.577271,1,1
11.33484,-0.05473197,0.3063431,0.07787144,0.2543815,4.097672,3.580536,1,1
11.45615,-0.04525435,0.2943121,0.08015704,0.2482156,3.976608,3.563171,1,1
11.56362,-0.02967286,0.281392,0.1005852,0.2330869,4.141006,3.63147,1,1
11.66635,-0.02107674,0.280837,0.1140378,0.2225237,4.145889,3.650406,1,1
11.76793,-0.01611114,0.2804872,0.1203119,0.2221075,4.15004,3.640244,1,1
11.87158,-0.005434275,0.2803595,0.1250893,0.2184778,4.175247,3.65741,1,1
11.97572,-0.001117885,0.279433,0.1265128,0.2173021,4.100372,3.60347,1,1
12.0849,0.004520655,0.2752538,0.1292382,0.2153494,4.075134,3.551025,1,1
12.19227,0.003605247,0.2695811,0.1267933,0.2081355,4.019257,3.504227,1,1
12.29541,-0.001592815,0.2676857,0.1220876,0.2052225,3.971771,3.47496,1,1
12.4151,-0.01052153,0.2664623,0.112759,0.2033541,3.974121,3.461319,1,1
12.51964,-0.02040511,0.2622836,0.1044705,0.2007645,3.989456,3.466949,1,1
12.62324,-0.02137053,0.2639127,0.1060473,0.1992733,4.013336,3.398926,1,1
12.74069,-0.02195966,0.2609115,0.1046245,0.1991252,3.998276,3.445175,1,1
12.84797,-0.02297711,0.2561197,0.1026791,0.1970063,3.955032,3.507675,1,1
12.97481,-0.01674348,0.2518395,0.1055866,0.189688,3.978836,3.493195,1,1
13.07584,-0.01747298,0.2462587,0.1046077,0.185221,3.955032,3.503983,1,1
13.1795,-0.1406318,0.2635667,0.02593493,0.2185878,4.073593,3.731918,1,1
13.28048,-0.6598676,0.2140901,-0.4139761,0.2494444,-1,-1,0.2500899,0.392261
13.38321,-0.4825212,0.3156341,-0.3202614,0.289371,3.896088,3.330795,1,1
13.48585,-0.2450758,0.3226443,-0.0970915,0.2835453,4.08168,4.021423,1,1
13.59445,-0.1511694,0.328215,-0.01390111,0.2839121,4.193985,4.106842,1,1
13.70716,-0.06529599,0.09107882,0.06606531,0.1125903,-1,-1,0.3878809,0.5406551
13.82449,0.1647569,0.07079363,0.2578499,-0.0221101,-1,-1,0.525901,0.6179951
13.92482,0.05330217,0.09510744,0.07975817,0.05328351,4.299072,3.991653,0.8520382,0.7956061
14.02756,-0.09648931,0.1563537,-0.0498935,0.1224456,4.269455,4.234756,0.8640937,0.7982405
14.13555,-0.0379141,0.1161411,-0.001574993,0.07531446,4.280655,4.10466,0.9198456,0.8718747
14.24146,-0.04974586,0.1351787,-0.01322889,0.09035552,4.271866,4.167999,0.9401153,0.8990752
14.34214,-0.05618578,0.1606454,-0.008359671,0.1158893,4.158188,4.179413,0.8858257,0.910427
14.45282,-0.0651871,0.1483849,0.007044792,0.1073083,4.035934,3.978394,0.9430758,0.9332258
14.55846,-0.1192932,0.2957639,-0.02641004,0.2460646,3.963562,3.865738,0.9233627,0.9604946
14.67257,-0.1357777,0.2507125,-0.02848601,0.2049778,3.789337,3.839691,1,1
14.78025,-0.1340889,0.219586,-0.02441251,0.1728501,3.704926,3.652481,1,1
14.88701,-0.1475773,0.2482006,-0.02816695,0.2026245,3.788818,3.800552,1,1
14.98866,-0.1181543,0.3035946,0.00539732,0.2484592,3.952316,3.703995,0.9384279,0.9926914
15.09502,0.02883625,0.3339268,0.139057,0.2720259,3.892731,3.933289,0.8575463,0.981282
15.19543,0.0008245707,0.3075386,0.121279,0.2468147,4.032684,4.034378,1,1
15.29934,-0.01871794,0.2888294,0.09782398,0.2298785,4.01651,4.076401,1,1
15.4045,-0.02470237,0.2826559,0.09618449,0.2259857,4.084793,4.130844,1,1
15.50974,-0.02439451,0.270485,0.0908066,0.1991801,4.122086,4.159088,1,1
15.62718,-0.02802259,0.2589662,0.08598912,0.1871872,4.103363,4.140793,1,1
15.72942,-0.03275949,0.2466558,0.08280909,0.1833142,4.126358,4.124908,1,1
15.83118,-0.03250122,0.2360606,0.08286071,0.1738706,4.086319,4.116653,1,1
15.93286,-0.03218049,0.2264256,0.08091915,0.1607408,4.100647,4.036392,1,1
16.03882,-0.0283702,0.2384648,0.08729827,0.1829796,4.078247,4.065369,1,1
16.14175,-0.0524959,0.2649909,0.07282019,0.2106835,4.078766,4.032211,1,1
16.25977,-0.06773806,0.2536182,0.05842066,0.1996915,4.128723,4.051727,1,1
16.36308,-0.06546438,0.2417917,0.05755091,0.1686298,4.189148,4.136948,1,1
16.46464,-0.03810203,0.2120598,0.08171344,0.1560631,4.128571,4.125351,1,1
16.56618,-0.04168504,0.1767067,0.08072591,0.1319215,3.928864,4.074707,0.9683887,0.9215664
16.66937,-0.2002741,0.2405041,-0.07046312,0.1957226,4.378998,4.10675,0.9112133,0.908704
16.77315,-0.2455246,0.2375712,-0.1032684,0.1909292,4.277969,4.08194,0.9073238,0.9068812
16.87646,-0.4571824,0.1543312,-0.2254129,0.1767757,-1,-1,0.2862346,0.2328885
16.98071,-0.4185533,0.299997,-0.2593051,0.2650984,4.629028,4.277283,0.8128923,0.8086374
17.08239,-0.3950571,0.2546046,-0.261687,0.226514,4.423737,4.389481,0.9640286,0.9007334
17.18422,-0.3188437,0.2692899,-0.1853987,0.2432147,4.445969,4.293655,0.9926702,0.9120235
17.28541,-0.2361895,0.2990211,-0.1140785,0.2528145,4.407593,4.427094,0.9800407,0.9667683
17.38952,-0.2190375,0.3047299,-0.09392303,0.251286,4.577774,4.411072,1,1
17.50998,-0.2449583,0.2898639,-0.1002714,0.2504492,4.660828,4.415741,1,1
17.6205,-0.03994417,0.2522612,0.0655148,0.2056462,4.4758,4.482559,0.9652919,0.9999746
17.72888,-0.0901264,0.2419273,0.02286184,0.1917499,4.560791,4.421524,1,1
17.8343,-0.1422313,0.2247847,-0.02714831,0.1840572,4.489899,4.293854,1,1
17.93748,-0.006099105,0.02775443,0.0305196,-0.009176493,-1,-1,0.1994191,0.118644
18.04323,-0.06439519,0.2981395,0.07599819,0.2614926,-1,-1,0.7530289,0.6370976
18.14828,-0.08879983,0.3057605,0.04247844,0.2587379,4.489349,4.183777,0.9362243,0.9936776
18.25392,-0.09130347,0.3050699,0.04000044,0.2575026,4.508682,4.28656,1,1
18.35471,-0.09220374,0.304263,0.03871417,0.255944,4.584518,4.304306,1,1
18.46098,-0.09160584,0.2989668,0.03898251,0.2518858,4.590683,4.402603,1,1
18.56571,0.003115058,0.292439,0.1426045,0.2398341,4.322327,4.497665,1,1
18.68621,0.08967066,0.30059,0.2018858,0.2391534,4.610138,4.452164,1,1
18.80592,0.03785419,0.271689,0.1474873,0.2202398,4.445068,4.43927,1,1
18.92413,-0.01203841,0.2315257,0.1006775,0.1907929,4.052475,4.08522,1,1
19.02864,-0.09956384,0.2303978,0.02438736,0.1880679,3.953491,4.05307,1,1
19.13453,-0.4158173,0.2693402,-0.3042122,0.2384602,3.917389,3.767807,1,1
19.25228,-0.280286,0.2500791,-0.1594059,0.2095724,3.803772,3.651596,1,1
19.35825,-0.1999909,0.224223,-0.08055276,0.1770919,3.848953,3.742004,1,1
19.46215,-0.1508214,0.2104076,-0.03407562,0.1602153,3.879761,3.70929,1,1
19.56531,-0.3318738,0.2398807,-0.2186482,0.2031907,3.879333,3.792206,1,1
19.67275,-0.3246341,0.238362,-0.199711,0.199601,3.928375,3.801346,1,1
19.77655,-0.3062197,0.2533211,-0.1793953,0.2185509,4.09964,4.095718,1,1
19.88374,-0.3012359,0.2474638,-0.1667172,0.205322,4.188568,4.196762,1,1
19.9909,-0.3363113,0.2485812,-0.1933199,0.1972673,4.212082,4.084763,1,1
20.09331,-0.3114384,0.2541239,-0.1339179,0.210789,4.353302,4.148315,1,1
20.19715,-0.08094424,0.273161,0.04949236,0.2304788,4.191696,4.447891,1,1
20.29884,-0.1532518,0.270347,-0.01247758,0.2299415,4.435684,4.322586,1,1
20.40135,-0.109854,0.3037955,0.02326071,0.256344,4.440979,4.455933,1,1
20.50209,-0.1460308,0.29528,-0.008585513,0.242863,4.451828,4.314606,1,1
20.60851,-0.1455354,0.2946772,-0.007471919,0.2414084,4.496643,4.303207,1,1
20.71667,-0.135933,0.2943706,0.004338503,0.2397053,4.541626,4.328201,1,1
20.81886,-0.2169988,0.2904462,-0.05159378,0.240723,4.588959,4.434174,0.9483578,0.9509441
20.92603,-0.3582339,0.2788977,-0.1902524,0.2509096,4.540985,4.445831,1,1
21.02817,-0.6247106,0.2153351,-0.4669732,0.2302246,4.526505,4.545212,0.9330786,0.9317688
21.13679,-0.4848883,0.2601646,-0.3677284,0.2294868,4.608917,4.39827,1,1
21.23879,-0.2371401,0.3067766,-0.1295927,0.2631,4.709366,4.532791,1,1
21.35913,-0.2672819,0.2572628,-0.1578436,0.2152222,4.57309,4.560104,1,1
21.46195,-0.2103451,0.2911458,-0.08479124,0.2422401,4.789032,4.799423,1,1
21.56471,-0.1401001,0.1500893,-0.05240965,0.1118546,4.579163,4.605255,0.9511948,0.9185529
21.66645,-0.189503,0.1695628,-0.09345794,0.1478572,4.552887,4.585556,0.9481848,0.8920183
21.76933,-0.1927626,0.189209,-0.08996886,0.1634248,4.599625,4.587296,0.961989,0.8867246
21.87167,-0.2095904,0.1873393,-0.1100695,0.1598915,4.598282,4.516296,0.9933365,0.9323108
21.9902,-0.2356521,0.1716414,-0.1347106,0.1486253,4.324799,4.330704,0.9914255,0.9596771
22.09528,-0.2493602,0.1849814,-0.1576343,0.1538307,4.275986,4.146149,0.9752176,0.9447105
22.20043,-0.2878767,0.1676683,-0.2102501,0.1410312,4.281799,4.036835,0.9712527,0.942726
22.31689,-0.01423597,0.04468507,-0.153882,0.04976958,-1,3.523407,0.139454,0.1710593
22.43517,-0.3839241,0.1599538,-0.3030655,0.1558264,4.048782,3.853683,0.8442951,0.7666175
22.53735,-0.3177444,0.1743007,-0.2454365,0.1521556,4.020126,3.888275,0.8937068,0.8717815
22.6538,-0.2456455,0.1121687,-0.1770947,0.08543795,3.980042,3.758102,0.8487908,0.9005553
22.76953,-0.2222094,0.09777367,-0.1400173,0.06331819,4.04863,3.873123,0.8435223,0.9119462
22.88899,-0.2020474,0.0968411,-0.1176564,0.05914581,4.193604,3.928986,0.8355269,0.8910876
23.00801,-0.1898509,0.1034204,-0.1002944,0.06503755,4.090652,3.947601,0.836147,0.8783785
23.12745,-0.1675281,0.09137589,-0.08351934,0.04762161,4.109482,3.846085,0.856142,0.8548551
23.24682,-0.1329157,0.1178279,-0.03999662,0.055345,4.040939,3.828552,0.7932009,0.8124979
23.36586,-0.1265057,0.136356,-0.01331133,0.06612134,3.776901,3.725082,0.7656305,0.7958153
23.46983,0.06245184,0.1933783,0.2005448,0.09666133,3.286255,3.800507,0.7023867,0.6281986
23.57833,0.1541382,0.1751205,0.2855093,0.07509202,3.198517,3.786652,0.6074287,0.6468226
23.68851,-0.08480322,0.1930273,0.01565373,0.1691665,3.717133,3.811142,1,1
23.79552,-0.03737259,0.2675713,0.06631315,0.234279,4.263412,4.162369,1,1
23.89598,-0.06295317,0.2667137,0.05764461,0.2354209,4.212128,4.202759,1,1
24.00141,-0.1052186,0.2741331,0.01604986,0.2384111,4.313385,4.148575,1,1
24.12059,-0.1275645,0.2654095,0.002283931,0.2369668,4.379196,4.29425,1,1
24.22088,-0.1297652,0.2578145,-0.005482018,0.2171446,4.390442,4.293701,1,1
24.32274,-0.129352,0.2446842,-0.003957808,0.2053636,4.384491,4.325989,1,1
24.42397,-0.1164886,0.2273962,0.006250024,0.1889822,4.437607,4.295135,1,1
24.53024,-0.1094766,0.2194625,0.01504576,0.1732745,4.431915,4.362564,1,1
24.63371,-0.1004372,0.214326,0.02540219,0.1633916,4.382996,4.345322,1,1
24.75083,-0.08051473,0.2038677,0.04691935,0.1499727,4.335037,4.199707,1,1
24.85709,-0.07286996,0.1935993,0.05916703,0.1346982,4.250076,4.275574,1,1
24.98024,-0.1888341,0.289759,-0.05914795,0.2495626,4.466415,4.216904,1,1
25.09444,-0.188506,0.2632699,-0.05622071,0.2155429,4.538605,4.241608,1,1
25.2156,-0.2110307,0.226084,-0.06708771,0.1979418,4.479095,4.341843,1,1
25.32831,-0.4769289,0.2570403,-0.3475612,0.2433174,4.467026,4.315598,0.9126602,0.9713447
25.44239,-0.3765494,0.2359118,-0.2457182,0.1978827,4.515121,4.208725,1,1
25.55869,-0.2668463,0.195314,-0.1495062,0.1810355,4.381058,4.343948,1,1
25.6743,-0.403475,0.1928418,-0.2903131,0.1785861,4.894089,4.066879,0.680071,0.8183504
25.7942,-0.2623596,0.1039215,-0.182754,0.1595007,4.152313,4.212357,0.5674164,0.7494618
25.89592,-0.3415421,0.2314529,-0.2182195,0.2332779,3.686462,4.001343,0.479259,0.6251407
25.99908,-0.2834189,0.2167165,-0.1717157,0.2081487,3.934464,4.111313,0.8524575,0.9060671
26.10271,-0.2502703,0.2143538,-0.131349,0.1922314,4.16745,3.974991,0.8648669,0.9302478
26.20518,-0.2355022,0.195342,-0.1201146,0.1735259,4.043732,3.971085,0.8556411,0.9567755
26.30798,-0.2270347,0.1706072,-0.1134069,0.1420152,4.135132,3.854919,0.8684884,0.9649966
26.40858,-0.5362228,0.2336879,-0.3843327,0.2347178,-1,3.871964,0.7536955,0.8592911
26.52769,-0.4452068,0.2563264,-0.324294,0.2347965,3.901215,3.942276,0.8614476,0.9835172
26.65244,-0.2317941,0.2622533,-0.1131867,0.225638,3.902542,3.617767,1,1
26.77564,-0.1095273,0.2553307,-0.0006604195,0.2144633,4.083527,3.769547,1,1
26.89765,-0.1818804,0.2368259,-0.07104522,0.195262,3.971924,3.72551,1,1
27.01713,-0.171123,0.2159279,-0.06058276,0.1911893,4.070999,3.837479,1,1
27.1356,-0.1757335,0.2128971,-0.06514585,0.1813991,4.150131,3.783707,1,1
27.24534,-0.2352055,0.1762769,-0.1241863,0.1461564,4.053543,3.894455,1,1
27.35658,-0.220248,0.1712575,-0.08272368,0.1401511,4.356201,4.120514,0.9188352,0.9502698
27.46847,-0.1864542,0.1977395,-0.06197792,0.1745352,4.193985,4.150589,0.8844468,0.8972887
27.58081,-0.2626275,0.2074039,-0.126821,0.1896689,4.241409,4.039841,0.917881,0.8949744
27.69536,-0.282759,0.2073993,-0.1444994,0.1857722,4.30426,4.127838,0.8992041,0.8998646
27.81086,-0.3408925,0.1521528,-0.2259818,0.1210092,4.236664,4.160675,0.9239674,0.8828431
27.9177,-0.3297272,0.1912913,-0.2057819,0.1716872,4.278687,4.284637,0.9159189,0.8967727
28.0306,-0.4144955,0.2302872,-0.2714528,0.2135012,4.57901,4.076111,0.9918135,0.900507
28.14167,-0.6690078,0.2282793,-0.5407948,0.2344935,4.358063,4.235611,0.7885138,0.8916029
28.25613,-0.2890437,0.2664029,-0.1559325,0.2194386,3.954727,4.077682,1,1
28.36687,-0.1493812,0.2781665,-0.01607329,0.2278788,4.253983,4.098602,1,1
28.47439,-0.1375722,0.2920521,-0.002653956,0.2471665,4.371552,4.186676,1,1
28.58491,-0.04980057,0.3220749,0.08584917,0.2720028,4.362228,4.371613,1,1
28.70036,-0.1469928,0.3330715,0.03110087,0.2959173,4.460663,4.378494,1,1
28.80951,-0.2213268,0.05524069,0.01522124,0.05451661,-1,-1,0.392664,0.4055593
28.91208,-0.1894719,0.1713544,0.02046335,0.118545,-1,-1,0.4305122,0.4016854
29.01923,-0.1152785,0.1558536,0.02688169,0.1083306,4.599686,4.255096,0.8316261,0.7715508
29.12882,-0.129012,0.180405,-0.01666343,0.158796,4.508041,4.469818,0.8437002,0.8235698
29.24024,-0.08251971,0.1199946,-0.02849042,0.08645785,4.388565,4.455811,0.8805482,0.80107
29.35627,-0.1312923,0.1257151,-0.06578982,0.1001642,4.470947,4.440826,0.906051,0.8212066
29.46989,-0.1700015,0.158115,-0.08871275,0.1278879,4.495331,4.322174,0.9161827,0.8368133
29.58417,-0.2174747,0.184545,-0.132101,0.1517516,4.538727,4.319717,0.8922742,0.8713818
29.69875,-0.05880409,0.1168979,0.005929112,0.08480722,4.30574,4.272079,0.9020274,0.8650208
29.81509,-0.08507812,0.1516041,-0.00452441,0.1215155,4.323532,4.277542,0.9321348,0.8760934
29.92807,-0.1318419,0.158805,-0.03928286,0.1342087,4.349274,4.252472,0.9116309,0.9041558
30.0416,-0.1643457,0.1862409,-0.06896544,0.166087,4.47702,4.244156,0.9339554,0.9172239
30.15314,-0.1791221,0.201433,-0.07772887,0.1880609,4.263138,4.244659,0.9252085,0.9622223
30.26378,-0.2078398,0.1795665,-0.09110838,0.1791565,4.47702,4.23233,0.9256565,0.9828064
30.37775,-0.1732348,0.1694303,-0.04992175,0.1569435,4.371811,4.22142,1,1
30.49399,-0.1486495,0.2078994,-0.02977127,0.1804597,4.503418,4.24556,1,1
30.60243,-0.2218533,0.166238,-0.1234724,0.1630843,4.459137,4.34108,0.8813993,0.9836093
30.71159,-0.258113,0.1401102,-0.1671005,0.1226639,4.337433,4.293869,1,1
30.82562,-0.2306892,0.1597099,-0.1387504,0.1099685,4.485489,4.167023,1,1
30.93409,-0.1665794,0.1722497,-0.06124878,0.09049791,4.395523,4.101822,0.7618551,0.9643454
31.04357,-0.2421257,0.1410254,-0.1040074,0.08744001,4.49144,4.105377,0.7232169,0.8896841
31.15425,-0.03188616,-0.002439976,0.07661021,-0.1199194,-1,3.485901,0,0.1153261
31.26273,-0.03092378,0.6980349,0.02227449,0.04003263,-1,-1,0.2782844,0
31.36744,0,0,0,0,-1,3.645996,0.431248,0
31.47118,-0.07448196,-0.3025666,0,0,-1,-1,0,0
31.59094,0,0,0,0,-1,-1,0,0
31.7017,0,0,0,0,-1,-1,1,1
31.81105,0,0,0,0,-1,-1,1,1
31.91395,0,0,0,0,-1,-1,1,1
32.01464,0,0,0,0,-1,-1,1,1
32.11948,0,0,0,0,-1,-1,1,1
32.2248,0,0,0,0,-1,-1,1,1
32.32958,0,0,0,0,-1,-1,1,1
32.43165,0,0,0,0,-1,-1,1,1
32.53855,0,0,0,0,-1,-1,1,1
32.64441,0,0,0,0,-1,-1,1,1
32.74633,0,0,0,0,-1,-1,1,1
32.85358,0,0,0,0,-1,-1,1,1
32.95969,0,0,0,0,-1,-1,1,1
33.06385,0,0,0,0,-1,-1,1,1
33.17206,0,0,0,0,-1,-1,1,1
33.27714,0,0,0,0,-1,-1,1,1
33.38568,0,0,0,0,-1,-1,1,1
33.49187,0,0,0,0,-1,-1,1,1
33.5995,0,0,0,0,-1,-1,1,1
33.7091,0,0,0,0,-1,-1,1,1
33.82016,0,0,0,0,-1,-1,1,1
33.9278,0,0,0,0,-1,-1,1,1
34.03832,0,0,0,0,-1,-1,1,1
34.14571,0,0,0,0,-1,-1,1,1
34.25579,0,0,0,0,-1,-1,1,1
34.36378,0,0,0,0,-1,-1,1,1
34.47329,0,0,0,0,-1,-1,1,1
34.58593,0,0,0,0,-1,-1,1,1
34.69678,0,0,0,0,-1,-1,1,1
34.80623,0,0,0,0,-1,-1,1,1
34.91517,0,0,0,0,-1,-1,1,1
35.01561,0,0,0,0,-1,-1,1,1
35.12218,0,0,0,0,-1,-1,1,1
35.22656,0,0,0,0,-1,-1,1,1
35.33361,0,0,0,0,-1,-1,1,1
35.43604,0,0,0,0,-1,-1,1,1
35.54301,0,0,0,0,-1,-1,1,1
35.64776,0,0,0,0,-1,-1,1,1
35.75389,0,0,0,0,-1,-1,1,1
35.85968,0,0,0,0,-1,-1,1,1
35.96616,0,0,0,0,-1,-1,1,1
