ïbêî,ç∂ìµçEåa,âEìµçEåa,ç∂ñ⁄ÇÃäJÇ´ãÔçá,âEñ⁄ÇÃäJÇ´ãÔçá,1ïbìñÇΩÇËÇÃèuÇ´âÒêî
1420,3.186447,3.061859,0.9245985,0.9952595,0
1421,2.847443,2.726868,1,1,0
1422,-1,-1,0.2428162,0.1599006,0
1423,3.770203,3.400604,1,1,0
1424,3.617523,3.405182,1,1,0
1425,3.1315,2.938202,1,1,0
1426,3.510849,3.105484,1,1,0
1427,-1,-1,0.9556149,0.984773,0
1427,-1,-1,0.9556149,0.984773,0
1428,2.524277,2.550217,1,1,0
1429,2.766006,2.599564,1,1,0
1430,2.578247,2.384598,1,1,0
1431,2.338425,2.44487,0.7005301,0.9096276,0
1431,2.338425,2.44487,0.7005301,0.9096276,0
1432,2.688126,2.389221,1,1,0
1432,2.688126,2.389221,1,1,0
1433,2.64241,2.548264,0.719631,0.6239898,0
1433,2.64241,2.548264,0.719631,0.6239898,0
1434,3.088272,2.898285,1,1,0
1434,3.088272,2.898285,1,1,0
1435,3.463562,3.407684,1,1,0
1436,2.877518,2.813766,1,1,0
1437,3.431229,3.355637,1,1,0
1438,2.932083,2.752533,1,1,0
1439,3.043457,2.764038,1,1,0
1439,3.043457,2.764038,1,1,0
1440,2.754242,2.543472,0.8607484,0.8762531,0
1441,3.182541,2.981644,1,1,0
1442,3.361435,3.008911,1,1,0
1443,3.118896,2.885254,1,1,0
1443,3.118896,2.885254,1,1,0
1444,2.796143,2.721558,1,1,0
1445,3.358017,3.146835,1,1,1
1446,3.377121,3.336166,1,1,0
1447,3.578171,3.408295,1,1,0
1448,3.508072,3.247635,1,1,0
1449,3.586227,3.323135,1,1,0
1450,-1,-1,0.7129959,0.7912696,0
1451,3.455658,2.883759,0.8985924,0.9623233,0
1452,3.023193,2.903351,0.7558522,0.8734899,0
1452,3.023193,2.903351,0.7558522,0.8734899,0
1453,3.720779,3.345093,1,1,0
1454,3.681778,3.471405,0.7479396,0.8055542,0
1455,3.046219,2.753662,1,1,0
1456,2.74498,2.384262,0.5233867,0.4416761,0
1457,2.371201,-1,0.6384426,0.5290594,0
1458,2.629532,2.45874,0.6771219,0.6184602,0
1459,3.123581,2.873108,0.9156832,0.9886664,0
1460,-1,-1,0.1,0.1,2
1461,3.010742,2.740341,0.972731,0.998969,0
1462,3.39769,3.214996,1,1,0
1463,3.727585,3.356979,1,1,0
1463,3.727585,3.356979,1,1,0
1464,3.028015,2.949844,1,1,0
1465,3.166321,2.997147,1,1,0
1466,3.216263,3.002777,1,1,0
1467,3.425751,3.110245,1,1,0
1468,3.066742,3.000763,1,1,0
1469,-1,-1,0.6892406,0.530922,0
1470,3.713303,3.233948,1,1,0
1471,3.53627,3.154205,0.8351259,0.7791693,0
1472,3.289261,3.034561,0.9307151,0.951851,0
1473,3.066177,2.962814,0.8392522,0.7761104,0
1473,3.066177,2.962814,0.8392522,0.7761104,0
1474,2.89592,2.712997,1,1,0
1475,2.877197,2.623383,1,1,0
1476,3.157776,2.847351,1,1,0
1477,2.930695,2.761948,1,1,0
1477,2.930695,2.761948,1,1,0
1478,3.069962,2.817398,1,1,0
1479,3.382004,2.765945,1,1,0
1479,3.382004,2.765945,1,1,0
1480,3.523834,3.139786,1,1,0
1481,3.219421,3.035797,1,1,0
1481,3.219421,3.035797,1,1,0
1482,3.317657,2.943649,0.9862329,0.8580593,0
1483,3.218735,2.956406,1,1,0
1484,3.492004,3.145645,1,1,0
1484,3.492004,3.145645,1,1,0
1485,3.479889,3.346313,1,1,0
1485,3.479889,3.346313,1,1,0
1486,-1,-1,0.6396835,0.520807,2
1486,-1,-1,0.6396835,0.520807,0
1487,3.399902,3.227661,1,1,0
1487,3.399902,3.227661,1,1,0
1488,3.109314,2.961441,0.8908878,0.8198723,1
1489,3.21701,3.100952,1,1,0
1490,3.598404,3.485107,1,1,0
1491,3.485641,3.487595,1,1,0
1492,3.539261,3.504364,1,1,0
1493,2.635712,2.625412,0.943233,0.9739192,0
1493,2.635712,2.625412,0.943233,0.9739192,0
1494,-1,2.704468,0.6896133,0.7032771,0
1495,-1,2.518417,0.5991381,0.4063525,1
1496,2.597549,2.651596,0.5604317,0.3778641,0
1497,3.022476,2.910904,1,1,1
1498,2.758347,2.68631,1,1,0
1499,2.578461,2.518295,1,1,0
1500,2.506241,2.528625,1,1,0
1500,2.506241,2.528625,1,1,0
1501,2.378342,2.261047,1,1,0
1501,2.378342,2.261047,1,1,0
1502,2.7155,2.50322,1,1,0
1503,2.80986,2.666763,0.785288,0.832737,0
1503,2.80986,2.666763,0.785288,0.832737,0
1504,3.054977,2.79451,1,1,0
1505,3.170166,2.985443,1,1,0
1506,-1,-1,0.4793703,0.4023157,1
1506,-1,-1,0.4793703,0.4023157,0
1507,3.331726,3.082687,1,1,0
1508,2.958694,2.786469,1,1,0
1509,-1,-1,0.5489894,0.3422888,0
1510,3.208832,3.05986,1,1,0
1511,-1,-1,0.4511542,0.1241276,0
1512,3.208313,3.658081,0.5625367,0.4018578,0
1513,2.654648,2.421951,0.7924501,0.8039116,0
1513,2.654648,2.421951,0.7924501,0.8039116,0
1514,2.853043,2.623306,1,1,0
1515,2.771988,2.58342,1,1,0
1516,2.846863,2.927582,1,1,0
1517,2.291824,2.02739,1,1,0
1518,2.592453,2.424011,1,1,0
1519,2.929489,2.759079,1,1,0
1520,2.8526,2.669693,1,1,0
1521,2.84021,2.737656,1,1,0
1522,2.822342,2.802673,0.9435772,0.8743197,0
1523,2.652603,2.412766,1,1,0
1524,2.810257,2.653412,1,1,0
1525,2.823929,2.555252,1,1,0
1526,2.659
